chrono_id;movie;chapter;character;dialog
909;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Oh, oh yes, sir! Dobby understands! It's just that, Dobby has come to tell you- it is difficult, sir- Dobby wonders where to begin?
910;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Why don't you sit down?
911;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;S-sit down? S-sit- sit down? Oh, oh, ho. Oh, ho, ho… Oh, ho, ho. Ohh, ho, hoo…
912;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Dobby, ssh! I'm sorry! I didn't mean to offend you, or anything.
913;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Offend Dobby? Dobby has heard of your greatness, sir, but never has he been asked to sit down by a wizard, like an equal.
914;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;You can't have met many decent wizards then.
915;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;No, I haven't. That was an awful thing to say. Bad Dobby!
916;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Stop, Dobby!
917;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Bad Dobby!
918;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Dobby, shh!
919;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Baaad Dobby!
920;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Dobby, please stop!
921;Harry Potter and the Chamber of Secrets;Dobby's warning;Vernon Dursley;Ohh, don't mind that! It's just the cat.
922;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Bad Dobby. Bad Dobby!
923;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Stop! Stop, Dobby. Please be quiet! Are you all right?
924;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Dobby had to punish himself, sir. Dobby almost spoke ill of his family, sir.
925;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Your family?
926;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;The wizard family Dobby serves, sir. Dobby is bound to serve one family forever. If they ever knew Dobby was here…ooh… But Dobby had to come. Dobby has to protect Harry Potter- to warn him. Harry Potter must not go back to Hogwarts School of Witchcraft and Wizardry this year! There is a plot, a plot to make most terrible things happen.
927;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;What terrible things? Who's plotting them?
928;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Ooo… er… can't… say… argh...
929;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Ok– I- understand. You can't- say.
930;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Don't make me talk, I— Errr…
931;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Dobby! Dobby, put the lamp down.
932;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Bad Dobby.
933;Harry Potter and the Chamber of Secrets;Dobby's warning;Vernon Dursley;So when they arrive at the ninth hole…
934;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Give me the lamp! Dobby stop!
935;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Let me go!
936;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Get in there, and keep quiet!
937;Harry Potter and the Chamber of Secrets;Dobby's warning;Vernon Dursley;What the devil are you doing up here?
938;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;I- I was just—
939;Harry Potter and the Chamber of Secrets;Dobby's warning;Vernon Dursley;You just ruined the punch line of my Japanese golfer joke!
940;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Sorry.
941;Harry Potter and the Chamber of Secrets;Dobby's warning;Vernon Dursley;One more sound, and you'll wish you'd never been born, boy! And fix that door!
942;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Yes, sir… See why I've got to go back? I don't belong here. I belong in your world, at Hogwarts. It's the only place I've got friends!
943;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Friends who don't even write to Harry Potter?
944;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Well, I expect they've… been- hang on- how do you know my friends haven't been writing to me?
945;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Harry Potter mustn't be angry with Dobby. Heh- Dobby hoped, if Harry Potter thought his friends had forgotten him, Harry Potter might not want to go back to school, sir.
946;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Give me those, now!
947;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;No! Ahh! Ooh…
948;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Dobby, get back here!
949;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;Dobby, please, no!
950;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Harry Potter must say he's not going back to school!
951;Harry Potter and the Chamber of Secrets;Dobby's warning;Harry Potter;I can't. Hogwarts is my home!
952;Harry Potter and the Chamber of Secrets;Dobby's warning;Dobby;Then, Dobby must do it, sir, for Harry Potter's own good.
953;Harry Potter and the Chamber of Secrets;Dobby's warning;Vernon Dursley;…it spread as far as the eye could see, all over the floor of this vast building, and it was this deep. And one plumber said “Look at all that water.” A-and the second plumber said, “Yes, and that's just the top of it!”
954;Harry Potter and the Chamber of Secrets;Dobby's warning;Vernon Dursley;I'm so sorry! It's my nephew- he's very disturbed. Meeting strangers upsets him. That's why I kept him upstairs!
955;Harry Potter and the Chamber of Secrets;Car rescue;Vernon Dursley;You're never going back to that school. You're never going to see those freaky friends of yours again. Never!
956;Harry Potter and the Chamber of Secrets;Car rescue;Harry Potter;Ron! Fred. George. What are you all doing here?
957;Harry Potter and the Chamber of Secrets;Car rescue;Ron Weasley;Rescuing you, of course. Now, come on. Get your trunk!…
958;Harry Potter and the Chamber of Secrets;Car rescue;Ron Weasley;You'd better stand back. Let's go!
959;Harry Potter and the Chamber of Secrets;Car rescue;Petunia Dursley;Oh!
960;Harry Potter and the Chamber of Secrets;Car rescue;Vernon Dursley;Now, what the hell's he doing? Potter!
961;Harry Potter and the Chamber of Secrets;Car rescue;Dudley Dursley;Dad! What's going on?
962;Harry Potter and the Chamber of Secrets;Car rescue;George Weasley;Go, go, go, go!
963;Harry Potter and the Chamber of Secrets;Car rescue;Dudley Dursley;Dad, hurry up!
964;Harry Potter and the Chamber of Secrets;Car rescue;Ron Weasley;Come on.
965;Harry Potter and the Chamber of Secrets;Car rescue;Fred Weasley;Come on.
966;Harry Potter and the Chamber of Secrets;Car rescue;Ron Weasley;Come on, Harry! Hurry up!
967;Harry Potter and the Chamber of Secrets;Car rescue;Vernon Dursley;Petunia, he's escaping!
968;Harry Potter and the Chamber of Secrets;Car rescue;Harry Potter;Ahh- ahh!
969;Harry Potter and the Chamber of Secrets;Car rescue;Ron Weasley;I've got you Harry!
970;Harry Potter and the Chamber of Secrets;Car rescue;Vernon Dursley;Come here!
971;Harry Potter and the Chamber of Secrets;Car rescue;Harry Potter;Let go of me!
972;Harry Potter and the Chamber of Secrets;Car rescue;Vernon Dursley;Oh no, boy! You and that bloody pigeon aren't going anywhere!
973;Harry Potter and the Chamber of Secrets;Car rescue;Harry Potter;Get off!
974;Harry Potter and the Chamber of Secrets;Car rescue;Ron Weasley;Drive!
975;Harry Potter and the Chamber of Secrets;Car rescue;Fred Weasley;Right.
976;Harry Potter and the Chamber of Secrets;Car rescue;George Weasley;Right!
977;Harry Potter and the Chamber of Secrets;Car rescue;Vernon Dursley;No! No! No! No! Aaaah!
978;Harry Potter and the Chamber of Secrets;Car rescue;Petunia Dursley;Aaah!
979;Harry Potter and the Chamber of Secrets;Car rescue;Dudley Dursley;Aaah!
980;Harry Potter and the Chamber of Secrets;Car rescue;Dudley Dursley;Dad!
981;Harry Potter and the Chamber of Secrets;Car rescue;Vernon Dursley;Oh… Damn.
982;Harry Potter and the Chamber of Secrets;The Burrow;Fred Weasley;Come on. Okay, come on. Shh! Shh! Ok, come on. Shh! Come on.
983;Harry Potter and the Chamber of Secrets;The Burrow;Ron Weasley;Do you think it'd be all right if we had some of this?
984;Harry Potter and the Chamber of Secrets;The Burrow;George Weasley;Yeah, Mum would never know.
985;Harry Potter and the Chamber of Secrets;The Burrow;Ron Weasley;It's not much, but it's home.
986;Harry Potter and the Chamber of Secrets;The Burrow;Harry Potter;I think it's brilliant
987;Harry Potter and the Chamber of Secrets;The Burrow;Molly Weasley;Where have you been? Harry, how wonderful to see you dear. Beds empty! No note! Car gone! You could have died! You could have been seen! Of course, I don't blame you, Harry dear.
988;Harry Potter and the Chamber of Secrets;The Burrow;Ron Weasley;They were starving him, Mum. There were bars on his window!
989;Harry Potter and the Chamber of Secrets;The Burrow;Molly Weasley;Well, you'd best hope that I don't put bars on your window, Ronald Weasley! Come on Harry, time for a spot of breakfast. Here we are Harry. Now tuck in! That's it. There we go.
990;Harry Potter and the Chamber of Secrets;The Burrow;Ginny Weasley;Mum- Mummy, have you seen my jumper?
991;Harry Potter and the Chamber of Secrets;The Burrow;Molly Weasley;Yes dear. It was on the cat.
992;Harry Potter and the Chamber of Secrets;The Burrow;Harry Potter;Hello. W-what did I do?
993;Harry Potter and the Chamber of Secrets;The Burrow;Ron Weasley;Ginny. She's been talking about you all summer. A bit annoying really.
994;Harry Potter and the Chamber of Secrets;The Burrow;Arthur Weasley;Morning, Weasleys.
995;Harry Potter and the Chamber of Secrets;The Burrow;Fred Weasley;Morning, Dad.
996;Harry Potter and the Chamber of Secrets;The Burrow;George Weasley;Morning, Dad.
997;Harry Potter and the Chamber of Secrets;The Burrow;Ron Weasley;Morning, Dad.
998;Harry Potter and the Chamber of Secrets;The Burrow;Molly Weasley;Morning Arthur!
999;Harry Potter and the Chamber of Secrets;The Burrow;Arthur Weasley;What a night. Nine raids. Nine!
1000;Harry Potter and the Chamber of Secrets;The Burrow;Harry Potter;Raids?
1001;Harry Potter and the Chamber of Secrets;The Burrow;Ron Weasley;Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office. Dad loves Muggles, thinks they're fascinating.
1002;Harry Potter and the Chamber of Secrets;The Burrow;Arthur Weasley;Well now. Aah! And who are you?
1003;Harry Potter and the Chamber of Secrets;The Burrow;Harry Potter;Oh, sorry sir. I'm Harry, sir, Harry Potter.
1004;Harry Potter and the Chamber of Secrets;The Burrow;Arthur Weasley;Good Lord! Are you really? Well, Ron's told us all about you, of course. When did he get here?
1005;Harry Potter and the Chamber of Secrets;The Burrow;Molly Weasley;This morning. Your sons flew that enchanted car of yours to Surrey and back last night.
1006;Harry Potter and the Chamber of Secrets;The Burrow;Arthur Weasley;Did you really? How'd it go? Did you—
1007;Harry Potter and the Chamber of Secrets;The Burrow;Fred Weasley;Oh, it…
1008;Harry Potter and the Chamber of Secrets;The Burrow;George Weasley;Oh, it…
1009;Harry Potter and the Chamber of Secrets;The Burrow;Ron Weasley;Oh, it…
1010;Harry Potter and the Chamber of Secrets;The Burrow;Harry Potter;Oh, it…
1011;Harry Potter and the Chamber of Secrets;The Burrow;Molly Weasley;Arthur!
1012;Harry Potter and the Chamber of Secrets;The Burrow;Arthur Weasley;I mean…that was very wrong, indeed, boys. Very wrong of you. Now, Harry, you must know all about Muggles. Tell me, what exactly is the function of a rubber duck?
1013;Harry Potter and the Chamber of Secrets;The Burrow;Harry Potter;Oh, umm…
1014;Harry Potter and the Chamber of Secrets;The Burrow;Molly Weasley;Well, that'll be Errol with the post. Oh, fetch it will you Percy, please?
1015;Harry Potter and the Chamber of Secrets;The Burrow;Percy Weasley;Errol…
1016;Harry Potter and the Chamber of Secrets;The Burrow;Ron Weasley;He's always doing that.
1017;Harry Potter and the Chamber of Secrets;The Burrow;Percy Weasley;Oh look, it's our Hogwarts letters. And they've sent us Harry's as well.
1018;Harry Potter and the Chamber of Secrets;The Burrow;Arthur Weasley;Dumbledore must know you're here, Harry. Doesn't miss a trick, that man.
1019;Harry Potter and the Chamber of Secrets;The Burrow;Molly Weasley;Oh, no.
1020;Harry Potter and the Chamber of Secrets;The Burrow;Fred Weasley;This lot won't come cheap, Mum. The spell books alone are very expensive.
1021;Harry Potter and the Chamber of Secrets;The Burrow;Molly Weasley;We'll manage. There's only one place we're going to get all of this. Diagon Alley.
1022;Harry Potter and the Chamber of Secrets;To Diagon Alley;Molly Weasley;Right. Here we are Harry, you go first dear.
1023;Harry Potter and the Chamber of Secrets;To Diagon Alley;Ron Weasley;But Harry's never traveled by Floo powder before, Mum.
1024;Harry Potter and the Chamber of Secrets;To Diagon Alley;Harry Potter;Floo powder?
1025;Harry Potter and the Chamber of Secrets;To Diagon Alley;Molly Weasley;Oh, well you go first Ron, so that Harry can see how it's done. Yes. In you go… That's it.
1026;Harry Potter and the Chamber of Secrets;To Diagon Alley;Ron Weasley;Diagon Alley!
1027;Harry Potter and the Chamber of Secrets;To Diagon Alley;Molly Weasley;You see? It's quite easy, dear. Don't be afraid. Come on. Come on. In you go. That's it, mind your head. That's right. Now take your Floo powder. That's it, very good. Now, don't forget to speak very, very clearly.
1028;Harry Potter and the Chamber of Secrets;To Diagon Alley;Harry Potter;'Diaganilly.'
1029;Harry Potter and the Chamber of Secrets;To Diagon Alley;Molly Weasley;What did he say, dear?
1030;Harry Potter and the Chamber of Secrets;To Diagon Alley;Arthur Weasley;'Diaganilly.'
1031;Harry Potter and the Chamber of Secrets;To Diagon Alley;Molly Weasley;I thought he did.
1032;Harry Potter and the Chamber of Secrets;To Diagon Alley;Other;Ah, ha-ha-ha-ha…
1033;Harry Potter and the Chamber of Secrets;To Diagon Alley;Witch;Not lost are you, my dear?
1034;Harry Potter and the Chamber of Secrets;To Diagon Alley;Harry Potter;I'm fine, thank you. I- I was just…
1035;Harry Potter and the Chamber of Secrets;To Diagon Alley;Other;Come with us. We'll help you find your way back.
1036;Harry Potter and the Chamber of Secrets;To Diagon Alley;Harry Potter;No! Please!
1037;Harry Potter and the Chamber of Secrets;To Diagon Alley;Rubeus Hagrid;Harry?
1038;Harry Potter and the Chamber of Secrets;To Diagon Alley;Harry Potter;Hagrid!
1039;Harry Potter and the Chamber of Secrets;To Diagon Alley;Rubeus Hagrid;What do you think you're doing down 'ere? Come on!
1040;Harry Potter and the Chamber of Secrets;To Diagon Alley;Rubeus Hagrid;Yer a mess, Harry. Skulkin' 'round Knockturn Alley? Dodgy place! Don' want no one ter see you there. People'll think you were up to no good.
1041;Harry Potter and the Chamber of Secrets;To Diagon Alley;Harry Potter;I was lost, I— hang on. What were you doing down there, then?
1042;Harry Potter and the Chamber of Secrets;To Diagon Alley;Rubeus Hagrid;Me? Oh, I was… um… I was lookin' for Flesh-Eatin' Slug Repellent. They're ruinin' all the school cabbages.
1043;Harry Potter and the Chamber of Secrets;To Diagon Alley;Hermione Granger;Harry! Hagrid!
1044;Harry Potter and the Chamber of Secrets;To Diagon Alley;Rubeus Hagrid;Hello, Hermione!
1045;Harry Potter and the Chamber of Secrets;To Diagon Alley;Hermione Granger;Oh, it's so good to see you!
1046;Harry Potter and the Chamber of Secrets;To Diagon Alley;Harry Potter;Well, it's great to see you, too!
1047;Harry Potter and the Chamber of Secrets;To Diagon Alley;Hermione Granger;What did you do to your glasses? Oculus reparo.
1048;Harry Potter and the Chamber of Secrets;To Diagon Alley;Harry Potter;I definitely need to remember that one.
1049;Harry Potter and the Chamber of Secrets;To Diagon Alley;Rubeus Hagrid;You'll be all right now then, Harry? Right. I'll leave you to it, then.
1050;Harry Potter and the Chamber of Secrets;To Diagon Alley;Hermione Granger;Ok! Bye!
1051;Harry Potter and the Chamber of Secrets;To Diagon Alley;Harry Potter;Thank you. Bye.
1052;Harry Potter and the Chamber of Secrets;To Diagon Alley;Hermione Granger;Come on! Everyone's been so worried.
1053;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Other;Harry… Harry Potter…
1054;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Molly Weasley;Oh, Harry! Thank goodness! We'd hoped you'd only gone one grate too far…
1055;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Other;Ladies and gentlemen, Mr. Gilderoy Lockhart.
1056;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Molly Weasley;Ah! Here he is!
1057;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Ron Weasley;Mum fancies him.
1058;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Photographer;Make way there. Please! Let me by, madam. Thank you. Excuse me, little girl. This is for the Daily Prophet.
1059;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Gilderoy Lockhart;It can't be- Harry Potter?
1060;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Photographer;Harry Potter! Excuse me, madam.
1061;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Gilderoy Lockhart;Nice big smile, Harry. Together you and I rate the front page! Ladies and gentlemen, what an extraordinary moment this is. When young Harry stepped into Flourish and Blotts this morning to purchase my autobiography, Magical Me,… which, incidentally is currently celebrating its 27th week atop the Daily Prophet bestseller list, he had no idea that he would, in fact, be leaving… with my entire collected works, free of charge. Now, ladies?
1062;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Molly Weasley;Harry, now you give me those, and I'll get them signed. All of you wait outside. That's it, Ron.
1063;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Draco Malfoy;I'll bet you loved that, didn't you, Potter? Famous Harry Potter! Can't even go into a bookshop without making the front page.
1064;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Ginny Weasley;Leave him alone.
1065;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Draco Malfoy;Oh look, Potter. You've got yourself a girlfriend.
1066;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Lucius Malfoy;Now, now Draco, play nicely. Mr. Potter… Lucius Malfoy. We meet at last. Forgive me, your scar is legend, as, of course, is the wizard who gave it to you.
1067;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Harry Potter;Voldemort killed my parents. He was nothing more than a murderer.
1068;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Lucius Malfoy;Hmm. You must be very brave, to mention his name…or very foolish.
1069;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Hermione Granger;Fear of a name only increase fear of the thing itself.
1070;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Lucius Malfoy;And you must be… Miss Granger. Yes, Draco's told me all about you, and your parents. Muggles, aren't they? Let me see…red hair… vacant expressions… tatty second hand book. You must be the Weasleys.
1071;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Arthur Weasley;Children, it's mad in here! Let's go outside.
1072;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Lucius Malfoy;Well, well, well. Weasley senior.
1073;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Arthur Weasley;Lucius.
1074;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Lucius Malfoy;Busy time at the Ministry, Arthur, all those extra raids? I do hope they're paying you overtime, but judging by the state of this, I'd say not. What's the use in being a disgrace to the name of wizard if they don't even pay you well for it.
1075;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Arthur Weasley;We have a very different idea about what disgraces the name of wizard, Malfoy.
1076;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Lucius Malfoy;Clearly. Associating with Muggles… and I thought your family could sink no lower. I'll see you at work.
1077;Harry Potter and the Chamber of Secrets;Flourish and Blotts;Draco Malfoy;See you at school.
1078;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Arthur Weasley;10:58! Come on! Come on!
1079;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Molly Weasley;The train will be leaving any moment!
1080;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Arthur Weasley;Fred, George, Percy you first!
1081;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Molly Weasley;Okay.
1082;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Arthur Weasley;After you, dear.
1083;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Molly Weasley;Come on, Ginny, we'll get you a seat. Hurry!
1084;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Let's go.
1085;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Aah!
1086;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;Whao!
1087;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Station guard;Oy! What do you two think you're doing?
1088;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Sorry. Lost- lost control of the trolley. Why can't we get through?
1089;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;I don't know. The gateway's sealed its self for some reason.
1090;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;The train leaves at exactly eleven o'clock. We've missed it!
1091;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;Harry, if we can't get through, maybe Mum and Dad can't get back!
1092;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Maybe we should just go and wait by the car.
1093;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;The car…
1094;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Ron, I should tell you, most Muggles aren't accustomed to seeing a flying car.
1095;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;Uh, right. Okay.
1096;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;Oh no! The Invisibility Booster must be faulty!
1097;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Well come on, then. Let's go lower. We need to find the train.
1098;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;Okay.
1099;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Now all we need to do is catch up with the train.
1100;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;We can't be far behind.
1101;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Do you hear that?
1102;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;We must be gettin' close.
1103;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Hold on…
1104;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Aaahhh! Aaahhhh! Aaahhh!
1105;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;Aaahhh! Aaahhhh! Aaahhh!
1106;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;Wha-aahhh!
1107;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;Harry! Hold on! Take my hand! Hold on!
1108;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;I'm trying. Your hand's all sweaty.
1109;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Harry Potter;I think we found the train.
1110;Harry Potter and the Chamber of Secrets;Flying to Hogwarts;Ron Weasley;Yeah.
1111;Harry Potter and the Chamber of Secrets;Whomping Willow;Ron Weasley;Welcome home.
1112;Harry Potter and the Chamber of Secrets;Whomping Willow;Harry Potter;Up! Up!
1113;Harry Potter and the Chamber of Secrets;Whomping Willow;Ron Weasley;It's not working! Ahhhh!
1114;Harry Potter and the Chamber of Secrets;Whomping Willow;Harry Potter;Up! Up! Ron! Mind that tree!
1115;Harry Potter and the Chamber of Secrets;Whomping Willow;Ron Weasley;Stop! Stop! Stop! Huh… Aahh!
1116;Harry Potter and the Chamber of Secrets;Whomping Willow;Harry Potter;Ahh!
1117;Harry Potter and the Chamber of Secrets;Whomping Willow;Ron Weasley;Ahh-ha-ha! My wand! Look at my wand!
1118;Harry Potter and the Chamber of Secrets;Whomping Willow;Harry Potter;Be thankful it's not your neck.
1119;Harry Potter and the Chamber of Secrets;Whomping Willow;Ron Weasley;What's happening?
1120;Harry Potter and the Chamber of Secrets;Whomping Willow;Harry Potter;I don't know.
1121;Harry Potter and the Chamber of Secrets;Whomping Willow;Whomping Willow;Argg!
1122;Harry Potter and the Chamber of Secrets;Whomping Willow;Harry Potter;Ahh! Ahh! Ahh!
1123;Harry Potter and the Chamber of Secrets;Whomping Willow;Ron Weasley;Ahh! Ahh! Ahh!
1124;Harry Potter and the Chamber of Secrets;Whomping Willow;Ron Weasley;Ahh! Ahhhh! Ahh!
1125;Harry Potter and the Chamber of Secrets;Whomping Willow;Harry Potter;Aaaahhhh!
1126;Harry Potter and the Chamber of Secrets;Whomping Willow;Ron Weasley;Aaaahhhh!
1127;Harry Potter and the Chamber of Secrets;Whomping Willow;Harry Potter;Come on! Go! Fast!
1128;Harry Potter and the Chamber of Secrets;Whomping Willow;Harry Potter;Ahh!
1129;Harry Potter and the Chamber of Secrets;Whomping Willow;Ron Weasley;Ahh!
1130;Harry Potter and the Chamber of Secrets;Whomping Willow;Ron Weasley;Scabbers, you OK? The car! …Dad's gonna kill me.
1131;Harry Potter and the Chamber of Secrets;Not expelled…today;Harry Potter;See you, Hedwig. So, a house elf shows up in my bedroom, we can't get through the barrier to platform nine and three-quarters, we almost get killed by a tree… clearly someone doesn't want me here this year.
