chrono_id,movie,chapter,character,dialog
176,Harry Potter and the Philosopher's Stone,The Boy Who Lived,Rubeus Hagrid,"Yes. That ain't no ordinary cut on your forehead, Harry. A mark like that only comes from being touched by a curse...and an evil curse at that."
179,Harry Potter and the Philosopher's Stone,Platform 9¾,Rubeus Hagrid,"What're you looking at?  Blimey, is that the time? Sorry, Harry, I'm gonna have to leave you. Dumbledore'll be wanting his- well, he'll be wanting to see me. Now, uh, your train leaves in 10 minutes. Here's your ticket.  Stick to it, Harry that's very important. Stick to your ticket."
180,Harry Potter and the Philosopher's Stone,Platform 9¾,Harry Potter,"Platform 9¾? But, Hagrid, there must be a mistake. This says Platform 9¾. There's no such thing...is there?"
226,Harry Potter and the Philosopher's Stone,Ron and Hermione,Hermione Granger,"Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  Oculus Reparo.  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?"
230,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Rubeus Hagrid,"Hello, Harry."
231,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Harry Potter,"Hey, Hagrid."
238,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Draco Malfoy,"It's true then, what they're saying on the train. Harry Potter has come to Hogwarts.  This is Crabbe and Goyle. And I'm Malfoy...Draco Malfoy.  Think my name's funny, do you? No need to ask yours. Red hair, and a hand-me-down robe? You must be a Weasley. Well, soon find that some wizarding families are better than others, Potter. Don’t want to go making friends with the wrong sort. I can help you there."
239,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Harry Potter,"I think I can tell who the wrong sort are for myself, thanks."
253,Harry Potter and the Philosopher's Stone,The Sorting Hat,Ron Weasley,"Harry, what is it?"
258,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,Harry Potter.
264,Harry Potter and the Philosopher's Stone,The Sorting Hat,Fred Weasley,We got Potter! We got Potter!
265,Harry Potter and the Philosopher's Stone,The Sorting Hat,George Weasley,We got Potter! We got Potter!
290,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Ron Weasley,"Look at that one, Harry!"
301,Harry Potter and the Philosopher's Stone,Potions and Parcels,Minerva McGonagall,"Thank you for that assessment, Mr. Weasley. Perhaps if I were to transfigure Mr. Potter and yourself into a pocketwatch, that way one of you might be on time."
304,Harry Potter and the Philosopher's Stone,Potions and Parcels,Severus Snape,"There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to appreciate the subtle science and exact art that is potion making. However, for those select few...  who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper...  in death.  Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention.  Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood?  You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar?"
308,Harry Potter and the Philosopher's Stone,Potions and Parcels,Severus Snape,"Pity. Clearly, fame isn't everything...  is it, Mr. Potter?"
309,Harry Potter and the Philosopher's Stone,Potions and Parcels,Harry Potter,"Clearly, Hermione knows. Since it's a pity not to ask her."
310,Harry Potter and the Philosopher's Stone,Potions and Parcels,Severus Snape,"Silence.  And put her hand down, you silly girl.  For your information, Potter... asphodel and wormwood make a sleeping potion so powerful, it is known as the Draught of Living Death. A bezoar is a stone taken from the stomach of a goat and it will save you from most poisons. As for monkshood and wolfsbane, they are the same plant, which also goes by the name of aconite.  Well?  Why aren't you all copying this down?  And Gryffindors, note that five points, will be taken from your house... for your classmate's cheek."
319,Harry Potter and the Philosopher's Stone,Potions and Parcels,Harry Potter,"Hey, Ron, somebody broke into Gringotts, listen.  Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to."
328,Harry Potter and the Philosopher's Stone,New Seeker,Ron Weasley,"Up!!  Ooh!  Shut up, Harry."
339,Harry Potter and the Philosopher's Stone,New Seeker,Harry Potter,Neville!
351,Harry Potter and the Philosopher's Stone,New Seeker,Harry Potter,"Give it here, Malfoy."
352,Harry Potter and the Philosopher's Stone,New Seeker,Draco Malfoy,"No. I think I'll leave it somewhere for Longbottom to find.  How 'bout up on the roof?  What's the matter, Potter? Bit beyond your reach?"
353,Harry Potter and the Philosopher's Stone,New Seeker,Hermione Granger,"Harry, no way! You heard what Madam Hooch said! Besides, you don't even know how to fly.  What an idiot."
354,Harry Potter and the Philosopher's Stone,New Seeker,Harry Potter,"Give it here, Malfoy, or I'll knock you off your broom!"
358,Harry Potter and the Philosopher's Stone,New Seeker,Minerva McGonagall,Harry Potter?  Follow me.
364,Harry Potter and the Philosopher's Stone,New Seeker,Minerva McGonagall,"Potter, this is Oliver Wood. Wood, I have found you a Seeker!"
367,Harry Potter and the Philosopher's Stone,New Seeker,Harry Potter,"A century, according to McGonagall."
368,Harry Potter and the Philosopher's Stone,New Seeker,Fred Weasley,"Hey, well done, Harry, Wood's just told us!"
373,Harry Potter and the Philosopher's Stone,New Seeker,Ron Weasley,"Oh, go on, Harry, Quidditch is great. Best game there is! And you'll be great, too!"
376,Harry Potter and the Philosopher's Stone,New Seeker,Ron Weasley,"Whoa. Harry, you never told me your father was a Seeker, too."
434,Harry Potter and the Philosopher's Stone,Mountain Troll,Harry Potter,Where's Hermione?
443,Harry Potter and the Philosopher's Stone,Mountain Troll,Harry Potter,Hermione! She doesn't know!
446,Harry Potter and the Philosopher's Stone,Mountain Troll,Harry Potter,"Hermione, move!"
465,Harry Potter and the Philosopher's Stone,Mountain Troll,Hermione Granger,I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me...I'd probably be dead.
473,Harry Potter and the Philosopher's Stone,Quidditch,Hermione Granger,"Ron's right, Harry. You're gonna need your strength today."
475,Harry Potter and the Philosopher's Stone,Quidditch,Severus Snape,"Good luck today, Potter. Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin."
478,Harry Potter and the Philosopher's Stone,Quidditch,Harry Potter,"Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. But, he got himself bitten, that's why he's limping."
480,Harry Potter and the Philosopher's Stone,Quidditch,Harry Potter,"The day I was at Gringotts, Hagrid took something out of one of the vaults. He said it was Hogwarts' business, very secret."
482,Harry Potter and the Philosopher's Stone,Quidditch,Harry Potter,That's what the dog's guarding. That's what Snape wants.
487,Harry Potter and the Philosopher's Stone,Quidditch,Ron Weasley,"Thats not just any broomstick, Harry.  It's a Nimbus 2000!"
512,Harry Potter and the Philosopher's Stone,Interference Overcome,Rubeus Hagrid,What's going on with Harry's broomstick?
529,Harry Potter and the Philosopher's Stone,Christmas Gift,Rubeus Hagrid,Nonsense! Why would Snape put a curse on Harry’s broom?
537,Harry Potter and the Philosopher's Stone,Christmas Gift,Harry Potter,"But, Hagrid, whatever Fluffy's guarding, Snape's trying to steal it."
553,Harry Potter and the Philosopher's Stone,Christmas Gift,Hermione Granger,"Good, you can help Harry, then. He's going to go and look in the library for information on Nicholas Flamel."
557,Harry Potter and the Philosopher's Stone,Christmas Gift,Ron Weasley,"Harry wake up! Come on Harry, wake up!"
558,Harry Potter and the Philosopher's Stone,Christmas Gift,Ron Weasley,"Happy Christmas, Harry."
559,Harry Potter and the Philosopher's Stone,Christmas Gift,Harry Potter,"Happy Christmas, Ron.  What are you wearing?"
582,Harry Potter and the Philosopher's Stone,The Mirror of Erised,Harry Potter,"Ron! You've really got to see this! Ron! You've got to see this!  Ron, Ron, come on. Get out of bed!"
588,Harry Potter and the Philosopher's Stone,The Mirror of Erised,Ron Weasley,"That's me! Only, I'm head boy...and I'm holding the Quidditch cup! And bloody hell, I'm Quidditch Captain too! I look good. Harry, do you think this mirror shows the future?"
595,Harry Potter and the Philosopher's Stone,The Mirror of Erised,Ron Weasley,"Harry, I know what you're thinking, but don't. There's something not quite right about that mirror."
596,Harry Potter and the Philosopher's Stone,The Mirror of Erised,Albus Dumbledore,"Back again, Harry?  I see that you, like so many before you, have discovered the delights of the Mirror of Erised. I trust by now you realize what it does. Let me give you a clue. The happiest man on earth would look into the mirror and see only himself, exactly as he is."
598,Harry Potter and the Philosopher's Stone,The Mirror of Erised,Albus Dumbledore,"Yes...and no. It shows us nothing more or less than the deepest, most desperate desires of our hearts. Now you, who have never known your family, you see them standing beside you. But remember this, Harry. This mirror gives us neither knowledge or truth. Men have wasted away in front of it, even gone mad. That is why tomorrow it will be moved to a new home, and I must ask you not to go looking for it again. It does not do to dwell on dreams, Harry, and forget to live."
609,Harry Potter and the Philosopher's Stone,Norbert,Harry Potter,Malfoy.
633,Harry Potter and the Philosopher's Stone,Norbert,Harry Potter,Hagrid!
639,Harry Potter and the Philosopher's Stone,Norbert,Harry Potter,We think Snape's trying to steal it.
640,Harry Potter and the Philosopher's Stone,Norbert,Rubeus Hagrid,"Snape? Blimey, Harry, you're not still on about him, are you?"
641,Harry Potter and the Philosopher's Stone,Norbert,Harry Potter,"Hagrid, we know he's after the Stone. We just don't know why."
648,Harry Potter and the Philosopher's Stone,Norbert,Harry Potter,"Uh, Hagrid, what exactly is that?"
658,Harry Potter and the Philosopher's Stone,Norbert,Harry Potter,Malfoy.
660,Harry Potter and the Philosopher's Stone,Norbert,Harry Potter,Hagrid always wanted a dragon. He told me so the first time I met him.
678,Harry Potter and the Philosopher's Stone,The Forbidden Forest,Harry Potter,"Hagrid, what's that?"
681,Harry Potter and the Philosopher's Stone,The Forbidden Forest,Rubeus Hagrid,"And Harry, you'll go with Malfoy."
685,Harry Potter and the Philosopher's Stone,The Forbidden Forest,Harry Potter,"If I didn't know better, Draco, I'd say you were scared."
686,Harry Potter and the Philosopher's Stone,The Forbidden Forest,Draco Malfoy,"Scared, Potter?!  Did you hear that? Come on, Fang. Scared."
694,Harry Potter and the Philosopher's Stone,The Forbidden Forest,Harry Potter,Do you mean to say...that that thing that killed the unicorn...that was drinking its blood...that was Voldemort?
697,Harry Potter and the Philosopher's Stone,The Forbidden Forest,Hermione Granger,Harry!
698,Harry Potter and the Philosopher's Stone,The Forbidden Forest,Rubeus Hagrid,"Hello there, Firenze. I see you've met our young Mr. Potter. You all right there, Harry?"
701,Harry Potter and the Philosopher's Stone,Up to Something,Harry Potter,But he's weak. He's living off the unicorns. Don't you see? We had it wrong! Snape doesn't want the Stone for himself
705,Harry Potter and the Philosopher's Stone,Up to Something,Hermione Granger,"Hang on a minute.  We're forgetting one thing. Who's the one wizard Voldemort always feared? Dumbledore. As long as Dumbledore's around, Harry, you're safe. As long as Dumbledore's around, you can't be touched."
707,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Ron Weasley,"Speak for yourself. All right there, Harry?"
714,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Harry Potter,"Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one?  I mean, how many people wander around with dragon eggs in their pockets? Why didn't I see it before? Hagrid, who gave you the dragon egg?  What did he look like?"
727,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Harry Potter,"That was no stranger Hagrid met in the village. It was Snape, which means he knows how to get past Fluffy."
737,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Harry Potter,"Now, Neville, listen. We were"
748,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Harry Potter,Snape's already been here. He's put a spell on the harp.
761,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Harry Potter,Hermione!!
764,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Harry Potter,Hermione! Where are you?!
766,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Ron Weasley,Ahh! Harry!
767,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Ron Weasley,Harry!
780,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Harry Potter,"Ron, are you okay?"
784,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Harry Potter,Lucky Hermione pays attention in Herbology.
795,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Hermione Granger,"What's wrong, Harry?"
797,Harry Potter and the Philosopher's Stone,Through the Trapdoor,Ron Weasley,"Oh, go on, Harry! If Snape can catch it on that old broomstick, you can! You're the youngest seeker in a century!"
806,Harry Potter and the Philosopher's Stone,Wizard's Chess,Ron Weasley,"It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight."
811,Harry Potter and the Philosopher's Stone,Sacrifice Play,Ron Weasley,"Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game."
813,Harry Potter and the Philosopher's Stone,Sacrifice Play,Ron Weasley,"You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King."
814,Harry Potter and the Philosopher's Stone,Sacrifice Play,Harry Potter,"No, Ron! No!"
818,Harry Potter and the Philosopher's Stone,Sacrifice Play,Ron Weasley,"Do you want to stop Snape or not? Harry, it's you that has to go on. I know it. Not me, not Hermione, you.  Knight...to H-3."
821,Harry Potter and the Philosopher's Stone,Sacrifice Play,Harry Potter,"RON!  NO! Don't move! Dont forget, we're still playing.  Checkmate.  Take care of Ron. Then, go to the owlery. Send a message to Dumbledore. Ron's right...I have to go on."
822,Harry Potter and the Philosopher's Stone,Sacrifice Play,Hermione Granger,"You'll be okay, Harry. You're a great wizard, you really are."
824,Harry Potter and the Philosopher's Stone,Sacrifice Play,Hermione Granger,"Me? Books and cleverness? There are more important things. Friendship, and bravery. And Harry, just be careful."
825,Harry Potter and the Philosopher's Stone,Man With Two Faces,Harry Potter,"You?  No. I-it can’t be. Snape, h-he was the one—-"
827,Harry Potter and the Philosopher's Stone,Man With Two Faces,Harry Potter,"But-but that day, during the Quidditch match, Snape tried to kill me."
829,Harry Potter and the Philosopher's Stone,Man With Two Faces,Harry Potter,Snape was trying to save me?
841,Harry Potter and the Philosopher's Stone,Man With Two Faces,Voldemort,"Harry Potter, we meet again."
842,Harry Potter and the Philosopher's Stone,Man With Two Faces,Harry Potter,Voldemort.
846,Harry Potter and the Philosopher's Stone,Magic Touch,Voldemort,"Haha. Bravery. Your parents had it too. Tell me, Harry, would you like to see your mother and father again? Together, we can bring them back.  All I ask for is something in return.  That's it, Harry. There is no good and evil. There is only power, and those too weak to seek it. Together, we'll do extraordinary things. Just give me the stone!"
851,Harry Potter and the Philosopher's Stone,Mark of Love,Albus Dumbledore,"Good afternoon, Harry. Ah. Tokens from your admirers?"
854,Harry Potter and the Philosopher's Stone,Mark of Love,Harry Potter,Ron was here? Is he all right? What about Hermione?
862,Harry Potter and the Philosopher's Stone,Mark of Love,Harry Potter,"Does that mean, with the Stone gone, I mean, that Voldemort can never come back?"
863,Harry Potter and the Philosopher's Stone,Mark of Love,Albus Dumbledore,"Ah, I'm afraid there are ways in which he can return. Harry, do you know why Professor Quirrell couldn't bear to have you touch him?  It was because of your mother. She sacrificed herself for you, and that kind of act leaves a mark.  No, no, this kind of mark cannot be seen. It lives in your very skin."
865,Harry Potter and the Philosopher's Stone,Mark of Love,Albus Dumbledore,"Love, Harry, love.  Ah. Bertie Bott's Every Flavor Beans. I was most unfortunate in my youth to come across a vomit flavored one, and since then I have lost my liking for them. But I think I could be safe with a nice toffee... Mm. Alas. Earwax."
866,Harry Potter and the Philosopher's Stone,Mark of Love,Harry Potter,"All right there, Ron?"
868,Harry Potter and the Philosopher's Stone,Mark of Love,Harry Potter,All right. Hermione?
870,Harry Potter and the Philosopher's Stone,House Cup Winner,Albus Dumbledore,"Another year, gone! And now, as I understand it, the house cup needs awarded and the points stand thus. In fourth place: Gryffindor, with 312 points!  In third place: Hufflepuff, with 352 points!  Second: Ravenclaw, with 426 points!  And in first place, with 472 points: Slytherin house!  Yes, well done Slytherin, well done Slytherin. However, recent events must be taken into account and I have a few last minute points to award.  First, to Miss Hermione Granger, for the cool use of intellect while others were in grave peril: fifty points!  Second, to Mr Ronald Weasley, for the best played game of chess that Hogwarts has seen these many years: fifty points!  And third, to mister Harry Potter, for pure love and outstanding courage, I award Gryffindor house: sixty points!"
877,Harry Potter and the Philosopher's Stone,Not Really Going Home,Hermione Granger,"Come on, Harry."
880,Harry Potter and the Philosopher's Stone,Not Really Going Home,Harry Potter,"Thanks, Hagrid."
881,Harry Potter and the Philosopher's Stone,Not Really Going Home,Rubeus Hagrid,"Oh. Go on...on with you.  Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his."
882,Harry Potter and the Philosopher's Stone,Not Really Going Home,Harry Potter,"But Hagrid, we're not allowed to do magic away from Hogwarts. You know that."
886,Harry Potter and the Chamber of Secrets,In a cage,Harry Potter,"I can't let you out, Hedwig. I'm not allowed to use magic outside of school. Besides, if Uncle Vernon…"
887,Harry Potter and the Chamber of Secrets,In a cage,Vernon Dursley,Harry Potter!
905,Harry Potter and the Chamber of Secrets,Dobby's warning,Dobby,"Ha- ha- ha! Ha, ha! Ho, ho, ho! Ha, ha! Harry Potter! Such an honor it is!"
908,Harry Potter and the Chamber of Secrets,Dobby's warning,Harry Potter,"Not to be to be rude or anything, but this isn't a great time for me to have a house elf in my bedroom."
912,Harry Potter and the Chamber of Secrets,Dobby's warning,Harry Potter,"Dobby, ssh! I'm sorry! I didn't mean to offend you, or anything."
916,Harry Potter and the Chamber of Secrets,Dobby's warning,Harry Potter,"Stop, Dobby!"
918,Harry Potter and the Chamber of Secrets,Dobby's warning,Harry Potter,"Dobby, shh!"
920,Harry Potter and the Chamber of Secrets,Dobby's warning,Harry Potter,"Dobby, please stop!"
923,Harry Potter and the Chamber of Secrets,Dobby's warning,Harry Potter,"Stop! Stop, Dobby. Please be quiet! Are you all right?"
926,Harry Potter and the Chamber of Secrets,Dobby's warning,Dobby,"The wizard family Dobby serves, sir. Dobby is bound to serve one family forever. If they ever knew Dobby was here…ooh… But Dobby had to come. Dobby has to protect Harry Potter- to warn him. Harry Potter must not go back to Hogwarts School of Witchcraft and Wizardry this year! There is a plot, a plot to make most terrible things happen."
931,Harry Potter and the Chamber of Secrets,Dobby's warning,Harry Potter,"Dobby! Dobby, put the lamp down."
934,Harry Potter and the Chamber of Secrets,Dobby's warning,Harry Potter,Give me the lamp! Dobby stop!
943,Harry Potter and the Chamber of Secrets,Dobby's warning,Dobby,Friends who don't even write to Harry Potter?
945,Harry Potter and the Chamber of Secrets,Dobby's warning,Dobby,"Harry Potter mustn't be angry with Dobby. Heh- Dobby hoped, if Harry Potter thought his friends had forgotten him, Harry Potter might not want to go back to school, sir."
948,Harry Potter and the Chamber of Secrets,Dobby's warning,Harry Potter,"Dobby, get back here!"
949,Harry Potter and the Chamber of Secrets,Dobby's warning,Harry Potter,"Dobby, please, no!"
950,Harry Potter and the Chamber of Secrets,Dobby's warning,Dobby,Harry Potter must say he's not going back to school!
952,Harry Potter and the Chamber of Secrets,Dobby's warning,Dobby,"Then, Dobby must do it, sir, for Harry Potter's own good."
956,Harry Potter and the Chamber of Secrets,Car rescue,Harry Potter,Ron! Fred. George. What are you all doing here?
960,Harry Potter and the Chamber of Secrets,Car rescue,Vernon Dursley,"Now, what the hell's he doing? Potter!"
966,Harry Potter and the Chamber of Secrets,Car rescue,Ron Weasley,"Come on, Harry! Hurry up!"
969,Harry Potter and the Chamber of Secrets,Car rescue,Ron Weasley,I've got you Harry!
987,Harry Potter and the Chamber of Secrets,The Burrow,Molly Weasley,"Where have you been? Harry, how wonderful to see you dear. Beds empty! No note! Car gone! You could have died! You could have been seen! Of course, I don't blame you, Harry dear."
989,Harry Potter and the Chamber of Secrets,The Burrow,Molly Weasley,"Well, you'd best hope that I don't put bars on your window, Ronald Weasley! Come on Harry, time for a spot of breakfast. Here we are Harry. Now tuck in! That's it. There we go."
1012,Harry Potter and the Chamber of Secrets,The Burrow,Arthur Weasley,"I mean…that was very wrong, indeed, boys. Very wrong of you. Now, Harry, you must know all about Muggles. Tell me, what exactly is the function of a rubber duck?"
1018,Harry Potter and the Chamber of Secrets,The Burrow,Arthur Weasley,"Dumbledore must know you're here, Harry. Doesn't miss a trick, that man."
1022,Harry Potter and the Chamber of Secrets,To Diagon Alley,Molly Weasley,"Right. Here we are Harry, you go first dear."
1023,Harry Potter and the Chamber of Secrets,To Diagon Alley,Ron Weasley,"But Harry's never traveled by Floo powder before, Mum."
1025,Harry Potter and the Chamber of Secrets,To Diagon Alley,Molly Weasley,"Oh, well you go first Ron, so that Harry can see how it's done. Yes. In you go… That's it."
1037,Harry Potter and the Chamber of Secrets,To Diagon Alley,Rubeus Hagrid,Harry?
1038,Harry Potter and the Chamber of Secrets,To Diagon Alley,Harry Potter,Hagrid!
1040,Harry Potter and the Chamber of Secrets,To Diagon Alley,Rubeus Hagrid,"Yer a mess, Harry. Skulkin' 'round Knockturn Alley? Dodgy place! Don' want no one ter see you there. People'll think you were up to no good."
1043,Harry Potter and the Chamber of Secrets,To Diagon Alley,Hermione Granger,Harry! Hagrid!
1049,Harry Potter and the Chamber of Secrets,To Diagon Alley,Rubeus Hagrid,"You'll be all right now then, Harry? Right. I'll leave you to it, then."
1054,Harry Potter and the Chamber of Secrets,Flourish and Blotts,Molly Weasley,"Oh, Harry! Thank goodness! We'd hoped you'd only gone one grate too far…"
1059,Harry Potter and the Chamber of Secrets,Flourish and Blotts,Gilderoy Lockhart,It can't be- Harry Potter?
1061,Harry Potter and the Chamber of Secrets,Flourish and Blotts,Gilderoy Lockhart,"Nice big smile, Harry. Together you and I rate the front page! Ladies and gentlemen, what an extraordinary moment this is. When young Harry stepped into Flourish and Blotts this morning to purchase my autobiography, Magical Me,… which, incidentally is currently celebrating its 27th week atop the Daily Prophet bestseller list, he had no idea that he would, in fact, be leaving… with my entire collected works, free of charge. Now, ladies?"
1062,Harry Potter and the Chamber of Secrets,Flourish and Blotts,Molly Weasley,"Harry, now you give me those, and I'll get them signed. All of you wait outside. That's it, Ron."
1063,Harry Potter and the Chamber of Secrets,Flourish and Blotts,Draco Malfoy,"I'll bet you loved that, didn't you, Potter? Famous Harry Potter! Can't even go into a bookshop without making the front page."
1065,Harry Potter and the Chamber of Secrets,Flourish and Blotts,Draco Malfoy,"Oh look, Potter. You've got yourself a girlfriend."
