chrono_id;movie;chapter;character;dialog
4672;Harry Potter and the Half-Blood Prince;Snape's Visitors;Narcissa Malfoy;Do you mean it, Severus?
4673;Harry Potter and the Half-Blood Prince;Snape's Visitors;Severus Snape;I can try.
4674;Harry Potter and the Half-Blood Prince;Snape's Visitors;Narcissa Malfoy;Oh, Severus, please, if you would... I would be forever in your debt.
4675;Harry Potter and the Half-Blood Prince;Snape's Visitors;Bellatrix Lestrange;Swear to it.
4676;Harry Potter and the Half-Blood Prince;Snape's Visitors;Bellatrix Lestrange;Make the Unbreakable Vow. You see.  It's just empty words. Oh he'll try.  He'll give it his best effort.  But when it matters most he'll slither back into his hole.  Bloody coward...
4677;Harry Potter and the Half-Blood Prince;Snape's Visitors;Severus Snape;Take out your wand.
4678;Harry Potter and the Half-Blood Prince;Snape's Visitors;Bellatrix Lestrange;Will you, Severus Snape, watch over Draco Malfoy as he attempts to fulfill the Dark Lord's wishes.
4679;Harry Potter and the Half-Blood Prince;Snape's Visitors;Severus Snape;I will.
4680;Harry Potter and the Half-Blood Prince;Snape's Visitors;Bellatrix Lestrange;And will you, to the best of your ability, protect him from harm?
4681;Harry Potter and the Half-Blood Prince;Snape's Visitors;Severus Snape;I will.
4682;Harry Potter and the Half-Blood Prince;Snape's Visitors;Bellatrix Lestrange;And should it prove necessary, if it seems Draco will fail... will you yourself carry out the deed that the Dark Lord has ordered Draco to perform?
4683;Harry Potter and the Half-Blood Prince;Snape's Visitors;Severus Snape;I will.
4684;Harry Potter and the Half-Blood Prince;Who's Harry Potter?;Waitress;Harry Potter.  Who's Harry Potter?
4685;Harry Potter and the Half-Blood Prince;Who's Harry Potter?;Harry Potter;Oh.  Um.  No one.  Bit of a tosser.
4686;Harry Potter and the Half-Blood Prince;Who's Harry Potter?;Waitress;Funny that paper of yours.  Couple nights ago, I could swear I saw one of the pictures move.
4687;Harry Potter and the Half-Blood Prince;Who's Harry Potter?;Harry Potter;Really.
4688;Harry Potter and the Half-Blood Prince;Who's Harry Potter?;Waitress;Thought I'd gone round the twist.
4689;Harry Potter and the Half-Blood Prince;Who's Harry Potter?;Harry Potter;Hey.  I was wondering...
4690;Harry Potter and the Half-Blood Prince;Who's Harry Potter?;Waitress;Eleven.  That's when I get off.
4691;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;I once knew a Muggle girl from Liverpool with hair like spun silk.  No light could resist it...
4692;Harry Potter and the Half-Blood Prince;Horace Slughorn;Harry Potter;I like riding round on the trains. It takes my mind off... things.
4693;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Rather unpleasant to behold, isn't it?  The tale is thrilling if I do say so myself, but I'm afraid now is not the time to tell it.  Take my arm.
4694;Harry Potter and the Half-Blood Prince;Horace Slughorn;Harry Potter;I just Apparated, didn't I?
4695;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Indeed.  And quite successfully I might add.  Most people vomit their first time.
4696;Harry Potter and the Half-Blood Prince;Horace Slughorn;Harry Potter;Can't imagine why...
4697;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Welcome to the charming village of Budleigh Babberton, Harry.  I assume right about now you're wondering why I've brought you here, am I right?
4698;Harry Potter and the Half-Blood Prince;Horace Slughorn;Harry Potter;After all these years, I just sort of roll with it, sir.
4699;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Wand out, Harry.
4700;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Lumos...
4701;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Horace!
4702;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Horace Slughorn;Merlin's Beard!
4703;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;There's no need to disfigure me, Albus!
4704;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;I must say, you make a very convincing armchair, Horace.
4705;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;It's all in the upholstery. I come by the stuffing naturally. What gave me away?
4706;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Dragon's blood.
4707;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;Yes, well, I couldn't very well use wizard's blood, could I?  Oho!
4708;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Ah yes.  Introductions.  Harry, this is an old friend and colleague of mine, Horace Slughorn.  Horace, this is, well, you know who this is. Apparently there's some thought he may be the Chosen One.
4709;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;So why all the theatrics, Horace? You weren't perhaps expecting someone else, were you?
4710;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;S-someone else?  I'm sure I don't know what you mean.
4711;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;Oh all right!  The Death Eaters have been trying to recruit me for over a year.  Do you know what that's like?  One can only say no to these people so many times before they...
4712;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Take matters into their own hands?
4713;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;I never stay anywhere more than a week.  The Muggles who own this place are in the Canary Islands.
4714;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Well, I think it should be put back in order for them, don't you? Mind?
4715;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;That was fun.  May I use the loo?
4716;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;Don't think I don't know why you're here, Albus!  The answer is still no!  Absolutely, unequivocally no!
4717;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;You look very like your father. Except for your eyes.  You've got --
4718;Harry Potter and the Half-Blood Prince;Horace Slughorn;Harry Potter;My mother's eyes, yeah.
4719;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;Lily.  Lovely Lily.  She was exceedingly bright -- your mother. Even more impressive when one considers she was Muggle-born.
4720;Harry Potter and the Half-Blood Prince;Horace Slughorn;Harry Potter;One of my best friends is Muggle- born.  She's the best in our year.
4721;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;Oh, but you mustn't think I'm prejudiced!  No, no, no! Your mother was one of my absolute favorites!  Look, there she is. Right up front.
4722;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;All mine, each and every one.  Ex- students, I mean.  You recognize Barnubas Cuffe, of course, editor of the Daily Prophet.
4723;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;Always takes my owl should I want to register my opinion on the news of the day.  And there's Ambrosius Flume of Honeydukes.  Sends a hamper of chocolate to the house each birthday.  That is, when I had a house.  And Gwenog Jones, captain of the Holyhead Harpies -- free tickets whenever I want them. Of course, I haven't been to a match in some time...
4724;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;Ah yes.  Regulus Black.  You no doubt know of his older brother Sirius.  Died a few weeks ago.  I taught the whole Black family except Sirius.  Shame.  Talented boy.  I got Regulus when he came along, of course, but I'd have liked the set.
4725;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Mind if I take this?  I do love knitting patterns.
4726;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;Of course.  But you're not leaving?
4727;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;I think I know a lost cause when I see one.  Regrettable.  I would have considered it a personal triumph had you consented to return to Hogwarts, Horace.  You are, like my friend Mr. Potter -- one of a kind.
4728;Harry Potter and the Half-Blood Prince;Horace Slughorn;Horace Slughorn;All right!  I'll do it.  But I'll be wanting Professor Merrythought's old office, not that water closet I had formerly. And I expect a raise!  These are mad times we live in!  Mad!
4729;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Indeed they are.
4730;Harry Potter and the Half-Blood Prince;Horace Slughorn;Harry Potter;Sir, exactly what was that all --
4731;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;You are talented, famous and powerful -- everything Horace values.  Professor Slughorn is going to try to collect you, Harry.  You would be his crowning jewel.  That is why he is returning to Hogwarts.  And it is crucial he return...
4732;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;I fear I may have stolen a wondrous night from you, Harry. She was, truthfully, very pretty. The girl.
4733;Harry Potter and the Half-Blood Prince;Horace Slughorn;Harry Potter;It's alright, sir.  I'll go back tomorrow, make some excuse --
4734;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;You'll not be going back to Little Whinging tonight, Harry.
4735;Harry Potter and the Half-Blood Prince;Horace Slughorn;Harry Potter;But, sir.  What about Hedwig?  And there's my trunk --
4736;Harry Potter and the Half-Blood Prince;Horace Slughorn;Albus Dumbledore;Both are waiting for you.
4737;Harry Potter and the Half-Blood Prince;Horace Slughorn;Harry Potter;Sir?
4738;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;Hedwig...?  Mum!
4739;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;Exactly.  How'd you guess?
4740;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;I'm joking, Mum.
4741;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Molly Weasley;You're worse than Fred and George.
4742;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;Now you're joking.  I was only wondering when Harry got here.
4743;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Molly Weasley;Harry who?
4744;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;Harry Dimpleton.  Harry Potter, of course.
4745;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Molly Weasley;I think I'd know if Harry Potter was in my house, wouldn't I?
4746;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;Well his trunk's in the kitchen. And his owl.
4747;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Molly Weasley;I seriously doubt that.
4748;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;Harry?  Did someone say Harry?
4749;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;Me, nosy.  Is he up there with you?
4750;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;'Course not.  Think I'd know if my best friend was in my room, wouldn't I?
4751;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;Was that an owl I heard?
4752;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;Harry's.  Haven't seen him, have you?  Apparently, he's wandering about the house.
4753;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;Really?
4754;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Really.
4755;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;Harry!
4756;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;Harry!
4757;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Molly Weasley;But why didn't you tell us you were coming?
4758;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Didn't know. Dumbledore.
4759;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Molly Weasley;That man.  But then, what would we do without him?  Ron!
4760;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;You've a bit of...
4761;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;When'd you get here?
4762;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;A few days ago.  Though... for a bit, I wasn't sure I was coming.
4763;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;Mum sort of lost it last week. Said Ginny and I had no business going back to Hogwarts.  That it's too dangerous.
4764;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Oh come on...
4765;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;She's not alone.  Even my parents -- and they're Muggles -- know something bad is happening.
4766;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;Anyway, Dad stepped in, told her she was being barmy.  Took a day or two, but she came round.
4767;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;But we're talking about Hogwarts. Dumbledore. What could be safer?
4768;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;There's been a lot of chatter lately.  That he's gotten... old.
4769;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Rubbish.  He's only -- what?
4770;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;A hundred and fifty.  Give or take a few years.
4771;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Step up!  Step up!
4772;Harry Potter and the Half-Blood Prince;What Could Be Safer?;George Weasley;Step up!  Step up!
4773;Harry Potter and the Half-Blood Prince;What Could Be Safer?;George Weasley;We've got Fainting Fancy...
4774;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Nosebleed Nougats...
4775;Harry Potter and the Half-Blood Prince;What Could Be Safer?;George Weasley;And just in time for school...
4776;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Puking Pastilles!
4777;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Into the cauldron, handsome.
4778;Harry Potter and the Half-Blood Prince;What Could Be Safer?;George Weasley;Into the cauldron, handsome.
4779;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;What'd you think, Harry?
4780;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Amazing.
4781;Harry Potter and the Half-Blood Prince;What Could Be Safer?;George Weasley;Pocket that and you'll pay in more than Galleons, my friend.
4782;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;We've got eyes in the back of our heads.
4783;Harry Potter and the Half-Blood Prince;What Could Be Safer?;George Weasley;Bloody urchins.
4784;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Peruvian Instant Darkness Powder?
4785;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;A real money spinner that.
4786;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Handy if you need to make a quick escape.  Hello, ladies!
4787;Harry Potter and the Half-Blood Prince;What Could Be Safer?;George Weasley;Yes, they do really work.
4788;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Then again, the way we hear it, sis, you're doing just fine on your own.
4789;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;Meaning?
4790;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Are you not currently dating Dean Thomas?
4791;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;None of your business.
4792;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;These are adorable.
4793;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Aren't they now.  Pygmy Puffs. Can't breed them fast enough.
4794;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;How much for this?
4795;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Five Galleons.
4796;Harry Potter and the Half-Blood Prince;What Could Be Safer?;George Weasley;Five Galleons.
4797;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;How much for me?
4798;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Five Galleons.
4799;Harry Potter and the Half-Blood Prince;What Could Be Safer?;George Weasley;Five Galleons.
4800;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;But I'm your brother!
4801;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Fred Weasley;Ten Galleons.
4802;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;C'mon. Let's go.
4803;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Lavender Brown;Hi, Ron.
4804;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;Hi.
4805;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;How is it Fred and George are doing it?  Half the alley's closed down.
4806;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;Fred reckons people need a laugh these days.
4807;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Reckon he's right...
4808;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;Oh no.  Look.
4809;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;But everyone got their wands from Ollivander.  Young.  Old...
4810;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Good.  Bad.  Speaking of which...
4811;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;Is it just me?  Or do Draco and mummy look like two people who don't want to be followed?
4812;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;What're they playing at?
4813;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Dunno.  Let's get closer.
4814;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;Hey.  Where's Hermione?
4815;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;Harry, where is she?
4816;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;I don't know.  I'm turned around.
4817;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;Bloody hell.
4818;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;Sorry.
4819;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;What just happened?
4820;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;I don't know.
4821;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Luna Lovegood;Quibbler...?  Quibbler...?
4822;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Luna Lovegood;There's an article on Wrackspurts this month.  Quibbler...?
4823;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Luna Lovegood;He's lovely.  They've been known to sing on Boxing Day, you know. Quibbler?
4824;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ginny Weasley;Please.  What's a Wrackspurt?
4825;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Luna Lovegood;They're invisible creatures that float in through your ears and make your brain go fuzzy. Quibbler?  Quibbler?
4826;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Don't you see, it was a ceremony. An initiation.
4827;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;Stop, Harry, I know where you're going with this --
4828;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;It's happened.  He's one of them.
4829;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;One of what?
4830;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;Harry is under the impression that Draco Malfoy is now a Death Eater.
4831;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;You're barking.  What would You- Know-Who want with a sod like Malfoy?
4832;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;So what's he doing in Borgin and Burke's?  Browsing for furniture?
4833;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Ron Weasley;It's a creepy shop.  He's a creepy bloke.
4834;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;Look.  His father's a Death Eater. It only makes sense.  Besides, Hermione saw it.  With her own eyes.
4835;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Hermione Granger;I told you.  I don't know what I saw.
4836;Harry Potter and the Half-Blood Prince;What Could Be Safer?;Harry Potter;I need some air.
4837;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;What just happened?  Blaise?
4838;Harry Potter and the Half-Blood Prince;That's For My Father;Blaise Zabini;Don't know.
4839;Harry Potter and the Half-Blood Prince;That's For My Father;Pansy Parkinson;Relax, boys.  The lights went out is all.  Come, Draco.  We'll be at Hogwarts before you know it.
4840;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;Hogwarts.  What a pathetic excuse for a school.  I think I'd pitch myself off the Astronomy Tower if I thought I had to continue on for another two years.
4841;Harry Potter and the Half-Blood Prince;That's For My Father;Pansy Parkinson;What's that supposed to mean?
4842;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;Let's just say I don't think you'll be seeing me wasting my time in Charms Class next year.
4843;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;Amused, Blaise?  We'll see just who's laughing in the end.
4844;Harry Potter and the Half-Blood Prince;That's For My Father;Hermione Granger;Where's Harry?
4845;Harry Potter and the Half-Blood Prince;That's For My Father;Ron Weasley;Probably on the platform.  C'mon.
4846;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;You two go on.  I want to check something.
4847;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;Didn't mummy ever tell you it's bad manners to eavesdrop, Potter? Petrificus Totalus!
4848;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;Oh, right, she was dead before you could wipe the drool off your chin.
4849;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;Enjoy the ride back to London.
4850;Harry Potter and the Half-Blood Prince;That's For My Father;Luna Lovegood;Hello, Harry.
4851;Harry Potter and the Half-Blood Prince;That's For My Father;Harry Potter;Luna.  How'd you...?
4852;Harry Potter and the Half-Blood Prince;That's For My Father;Luna Lovegood;Wrackspurts. Your head's full of them.
4853;Harry Potter and the Half-Blood Prince;That's For My Father;Harry Potter;Sorry I made you miss the carriages, Luna.
4854;Harry Potter and the Half-Blood Prince;That's For My Father;Luna Lovegood;It's alright.  I enjoyed our walk. It was like being with a friend.
4855;Harry Potter and the Half-Blood Prince;That's For My Father;Harry Potter;I am your friend, Luna.
4856;Harry Potter and the Half-Blood Prince;That's For My Father;Luna Lovegood;That's nice.
4857;Harry Potter and the Half-Blood Prince;That's For My Father;Filius Flitwick;About time!  I've been looking all over for you two.  Names.
4858;Harry Potter and the Half-Blood Prince;That's For My Father;Harry Potter;Professor Flitwick, you've known me for five years.
4859;Harry Potter and the Half-Blood Prince;That's For My Father;Filius Flitwick;No exceptions, Potter.
4860;Harry Potter and the Half-Blood Prince;That's For My Father;Luna Lovegood;Who are those people?
4861;Harry Potter and the Half-Blood Prince;That's For My Father;Filius Flitwick;Aurors. For security.
4862;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;It's a not a cane, you cretin. It's a walking stick.
4863;Harry Potter and the Half-Blood Prince;That's For My Father;Argus Filch;And what exactly would you be wanting with a walking stick?
4864;Harry Potter and the Half-Blood Prince;That's For My Father;Severus Snape;It was his father's.
4865;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;Is my father's.  He's not dead.
4866;Harry Potter and the Half-Blood Prince;That's For My Father;Severus Snape;It's alright, Mr. Filch.  I can vouch for Mr. Malfoy.
4867;Harry Potter and the Half-Blood Prince;That's For My Father;Draco Malfoy;Nice face, Potter.
4868;Harry Potter and the Half-Blood Prince;That's For My Father;Luna Lovegood;Would you like me to fix it? Personally I think you look a bit more devil-may-care this way.  But it's up to you.
4869;Harry Potter and the Half-Blood Prince;That's For My Father;Harry Potter;Have you ever fixed one?  A nose.
4870;Harry Potter and the Half-Blood Prince;That's For My Father;Luna Lovegood;No.  But I've done several toes and how different are they really?
4871;Harry Potter and the Half-Blood Prince;That's For My Father;Harry Potter;What the hell.  Give it a go.
4872;Harry Potter and the Half-Blood Prince;That's For My Father;Luna Lovegood;Episkey.
4873;Harry Potter and the Half-Blood Prince;That's For My Father;Harry Potter;Well?  How do I look?
4874;Harry Potter and the Half-Blood Prince;That's For My Father;Luna Lovegood;Exceptionally ordinary.
4875;Harry Potter and the Half-Blood Prince;That's For My Father;Harry Potter;Brilliant.
4876;Harry Potter and the Half-Blood Prince;Dark Forces;Ron Weasley;Don' you worry.  He'll be 'long soon 'nuff --
4877;Harry Potter and the Half-Blood Prince;Dark Forces;Hermione Granger;Will.  You.  Stop.  Eating!  Your best friend is missing!
4878;Harry Potter and the Half-Blood Prince;Dark Forces;Ron Weasley;Oi!  Turn around, you lunatic.
4879;Harry Potter and the Half-Blood Prince;Dark Forces;Ginny Weasley;He's covered in blood again.  Why is it he's always covered in blood?
4880;Harry Potter and the Half-Blood Prince;Dark Forces;Ron Weasley;Looks like his own this time.
4881;Harry Potter and the Half-Blood Prince;Dark Forces;Hermione Granger;Where've you been, Harry?  And what happened to your face?
4882;Harry Potter and the Half-Blood Prince;Dark Forces;Harry Potter;Later.  What've I missed?
4883;Harry Potter and the Half-Blood Prince;Dark Forces;Ron Weasley;Sorting Hat urged us all to be brave and strong in these troubled times -- easy for it to say -- it's a hat, isn't it?  First Years seemed to enjoy it, though. Wankers. Filch give you the wand outside?
4884;Harry Potter and the Half-Blood Prince;Dark Forces;Harry Potter;Thanks...
4885;Harry Potter and the Half-Blood Prince;Dark Forces;Hermione Granger;What's happened to his hand?
4886;Harry Potter and the Half-Blood Prince;Dark Forces;Albus Dumbledore;The very best of evenings to you! First off, please join me in welcoming the newest member of our staff, Horace Slughorn.
